Código;Descrição;PGV;Empresa;Tipo Marca;Linha Marca;Embalagem;Marca;Vasilhame;Garrrafeira;ICMS;Tipo Roadshow;Peso Bruto Kg;Fator;Fator Hecto;Fator Hecto Comercial;Ind Palmtop;Grupo;Grupo Remuneração;EAN;Tab ICMS;Caixas Pallet;Nr Fator Conversão;Lastro;Fam. Embalagem SIV;Pauta PIS Litro;Pauta COFINS Litro;Caixas Pallet 1;Capacidade 1;Fat Ajust 1;Caixas Pallet 2;Capacidade 2;Fat Ajust 2;Caixas Pallet 3;Capacidade 3;Fat Ajust 3;Ordem de Carga;Estoque Minímo Puxada;Código Produto SAP;Vasilhame Fictício;NCM;Apura Royalties;Tipo Produto Royalties;CEST;EAN Trib;Código Unitário;Descrição unitária;Subtipo
0012698;ROT FRONT SKOL 360 600ML CX50,4MIL N12;126987;  ;025 - ROTULO PAPEL;055;012 - SACO;01791;000000;000000;60;   ;0037,100;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00046;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040002190;000000; 048211000;N;0;0000000;              ;00012698;ROT FRONT SKOL 360 600ML CX50,4MIL N12                            ;046
0012699;ROT FRONT SKOL 500ML CX50,4MIL N12;110064;  ;025 - ROTULO PAPEL;055;012 - SACO;01786;000000;000000;60;   ;0034,890;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00046;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040002191;000000; 048211000;N;0;0000000;              ;00012699;ROT FRONT SKOL 500ML CX50,4MIL N12                                ;046
0012700;ROT NECK SKOL 600ML CX201,6MIL N12;110395;  ;025 - ROTULO PAPEL;055;012 - SACO;01788;000000;000000;60;   ;0039,330;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00046;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040001459;000000; 048211000;N;0;0000000;              ;00012700;ROT NECK SKOL 600ML CX201,6MIL N12                                ;046
0012701;ROT NECK SKOL 355ML CX201,6MIL N12;110361;  ;025 - ROTULO PAPEL;055;012 - SACO;01782;000000;000000;60;   ;0042,310;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00046;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040001448;000000; 048211000;N;0;0000000;              ;00012701;ROT NECK SKOL 355ML CX201,6MIL N12                                ;046
0012702;ROT NECK SKOL 360 600ML CX201,6MIL N12;127027;  ;025 - ROTULO PAPEL;055;012 - SACO;01790;000000;000000;60;   ;0039,330;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00046;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040002192;000000; 048211000;N;0;0000000;              ;00012702;ROT NECK SKOL 360 600ML CX201,6MIL N12                            ;046
0012703;ROT NECK SKOL 500ML CX201,6MIL N12;000000;  ;025 - ROTULO PAPEL;055;012 - SACO;01787;000000;000000;60;   ;0039,330;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00046;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040002193;000000; 048211000;N;0;0000000;              ;00012703;ROT NECK SKOL 500ML CX201,6MIL N12                                ;046
0012704;ROT NECK SKOL 1L CX201,6MIL N12;110387;  ;025 - ROTULO PAPEL;055;012 - SACO;01777;000000;000000;60;   ;0039,330;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00046;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040001431;000000; 048211000;N;0;0000000;              ;00012704;ROT NECK SKOL 1L CX201,6MIL N12                                   ;046
0012705;CONC NAT LIMAO FE1403 10 L KIT;127050;  ;003 - CONCENTRADO;010;006 - SEM EMBALAGEM;02283;000000;000000;60;   ;0019,620;001;00,100000;00,100000;N;000;000;;000;0000;000,00;;00020;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040001455;000000; 021069010;N;0;0000000;              ;00012705;CONC NAT LIMAO FE1403 10 L KIT                                    ;005
0012706;CONC NAT LIMAO DIET FE1403 10L KIT;127068;  ;003 - CONCENTRADO;010;006 - SEM EMBALAGEM;02284;000000;000000;60;   ;0019,620;001;00,100000;00,100000;N;000;000;;000;0000;000,00;;00020;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040001453;000000; 021069010;N;0;0000000;              ;00012706;CONC NAT LIMAO DIET FE1403 10L KIT                                ;005
0012716;BRAHMA CHOPP LT 473ML SH C/12 NPAL ATLETICO MG;029827;  ;001 - CERVEJA;001;038 - LATA 473;00004;000000;000000;60;K  ;0005,910;012;00,056760;00,056760;N;000;000;7891149104727 ;000;0220;000,38;;00029;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000039315;000000; 022030000;S;3;0302100;7891149104710 ;00012714;BRAHMA CHOPP LATA 473ML ATLETICO MG                               ;001
0012717;BRAHMA CHOPP LT 473ML SH C/12 NPAL CRUZEIRO;029827;  ;001 - CERVEJA;001;038 - LATA 473;00004;000000;000000;60;K  ;0005,910;012;00,056760;00,056760;N;000;000;7891149104741 ;000;0220;000,38;;00029;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000039316;000000; 022030000;S;3;0302100;7891149104734 ;00012715;BRAHMA CHOPP LATA 473ML CRUZEIRO                                  ;001
0012718;CEBADA MP 1109 SACO 40KG 2012 NACIONAL;101675;  ;015 - SEMENTE;013;012 - SACO;00857;000000;000000;60;   ;0040,500;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00153;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 010030091;N;0;0000000;              ;00012718;CEBADA MP 1109 SACO 40KG 2012 NACIONAL                            ;024
0012719;CEBADA MP 1109 GRANEL 2012 NACIONAL;127191;  ;015 - SEMENTE;013;006 - SEM EMBALAGEM;00857;000000;000000;60;   ;0001,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00030;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 010030091;N;0;0000000;              ;00012719;CEBADA MP 1109 GRANEL 2012 NACIONAL                               ;024
0012720;CEBADA MP 1012 SACO 40KG 2012 NACIONAL;101725;  ;015 - SEMENTE;013;012 - SACO;00855;000000;000000;60;   ;0040,500;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00153;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 010030091;N;0;0000000;              ;00012720;CEBADA MP 1012 SACO 40KG 2012 NACIONAL                            ;024
0012721;CEBADA MP 1012 GRANEL 2012 NACIONAL;065607;  ;015 - SEMENTE;013;006 - SEM EMBALAGEM;00855;000000;000000;60;   ;0001,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00030;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 010030091;N;0;0000000;              ;00012721;CEBADA MP 1012 GRANEL 2012 NACIONAL                               ;024
0012722;CEBADA MP 2122 SACO 40KG 2012 NACIONAL;101857;  ;015 - SEMENTE;013;012 - SACO;01021;000000;000000;60;   ;0040,500;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00153;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 010030091;N;0;0000000;              ;00012722;CEBADA MP 2122 SACO 40KG 2012 NACIONAL                            ;024
0012723;CEBADA MP 2122 GRANEL 2012 NACIONAL;066787;  ;015 - SEMENTE;013;006 - SEM EMBALAGEM;01021;000000;000000;60;   ;0001,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00030;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 010030091;N;0;0000000;              ;00012723;CEBADA MP 2122 GRANEL 2012 NACIONAL                               ;024
0012724;CEBADA SCARLET SACO 40KG 2012 NACIONAL;102392;  ;015 - SEMENTE;013;012 - SACO;00419;000000;000000;60;   ;0040,500;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00153;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 010030091;N;0;0000000;              ;00012724;CEBADA SCARLET SACO 40KG 2012 NACIONAL                            ;024
0012725;CEBADA SCARLET GRANEL 2012 NACIONAL;065698;  ;015 - SEMENTE;013;006 - SEM EMBALAGEM;00419;000000;000000;60;   ;0001,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00030;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 010030091;N;0;0000000;              ;00012725;CEBADA SCARLET GRANEL 2012 NACIONAL                               ;024
0012726;CEBADA ANDREIA SACO 40KG 2012 NACIONAL;127266;  ;015 - SEMENTE;013;012 - SACO;01880;000000;000000;60;   ;0040,500;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00153;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 010030091;N;0;0000000;              ;00012726;CEBADA ANDREIA SACO 40KG 2012 NACIONAL                            ;024
0012727;CEBADA ANDREIA GRANEL 2012 NACIONAL;114959;  ;015 - SEMENTE;013;006 - SEM EMBALAGEM;01880;000000;000000;60;   ;0001,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00030;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 010030091;N;0;0000000;              ;00012727;CEBADA ANDREIA GRANEL 2012 NACIONAL                               ;024
0012733;ROT NECK SKOL 355ML CX180MIL N12;110361;  ;025 - ROTULO PAPEL;055;012 - SACO;01782;000000;000000;60;   ;0037,770;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00046;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040002194;000000; 048211000;N;0;0000000;              ;00012733;ROT NECK SKOL 355ML CX180MIL N12                                  ;046
0012734;BOHEMIA IMPERIAL BARRIL KEG 10L;127357;  ;001 - CERVEJA;011;013 - BARRIL KEG;02167;000000;000000;60;   ;0015,000;001;00,010000;00,100000;N;000;000;7891991016087 ;000;0000;000,00;;00003;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000039317;000000; 022030000;S;3;0302300;7891991016087 ;00012734;BOHEMIA IMPERIAL BARRIL KEG 10L                                   ;001
0012735;BOHEMIA IMPERIAL BARRIL KEG 50L;127357;  ;001 - CERVEJA;011;013 - BARRIL KEG;02167;101490;000000;60;R  ;0001,067;001;00,010000;00,500000;N;000;000;7891991016094 ;000;1200;000,07;;00003;00000,0000;00000,0000;028;0400;00,140;035;0600;00,116;042;0800;00,105;00000;0000000;000039318;000000; 022030000;S;5;0302300;7891991016094 ;00012735;BOHEMIA IMPERIAL BARRIL KEG 50L                                   ;001
0012736;BOHEMIA IMPERIAL BARRIL KEG 30L;127357;  ;001 - CERVEJA;011;013 - BARRIL KEG;02167;101489;000000;60;!  ;0001,067;001;00,010000;00,300000;N;000;000;7891991016100 ;000;0960;000,09;;00003;00000,0000;00000,0000;028;0240;00,233;035;0480;00,146;042;0720;00,116;00000;0000000;000039319;000000; 022030000;S;5;0302300;7891991016100 ;00012736;BOHEMIA IMPERIAL BARRIL KEG 30L                                   ;001
0012739;CEBADA MUSA 936 SACO 40KG 2012 NACIONAL;118596;  ;015 - SEMENTE;013;012 - SACO;00412;000000;000000;60;   ;0040,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00153;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 010030091;N;0;0000000;              ;00012739;CEBADA MUSA 936 SACO 40KG 2012 NACIONAL                           ;024
0012740;ROT NECK SK 360 1L CX180MIL N12;114751;  ;025 - ROTULO PAPEL;055;012 - SACO;01875;000000;000000;60;   ;0042,570;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00046;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040001463;000000; 048211000;N;0;0000000;              ;00012740;ROT NECK SK 360 1L CX180MIL N12                                   ;046
0012742;SKOL BEATS EXTREME LONG NECK 330ML SIX-PACK;127431;  ;001 - CERVEJA;003;020 - LONG-NECK;02109;000000;000000;60;   ;0003,522;006;00,019800;00,019800;N;000;000;7891149104772 ;000;0000;000,00;;00006;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022030000;S;3;0302100;7891149104758 ;00012741;SKOL BEATS EXTREME LONG NECK 330ML                                ;001
0012743;SKOL BEATS EXTREME LONG NECK 330ML SIX-PACK SHRINK C/4;127431;  ;001 - CERVEJA;003;020 - LONG-NECK;02109;000000;000000;60;   ;0014,088;024;00,079200;00,079200;N;000;000;7891149104765 ;000;0000;000,00;;00006;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022030000;S;3;0302100;7891149104758 ;00012741;SKOL BEATS EXTREME LONG NECK 330ML                                ;001
0012745;SKOL BEATS EXTREME LT 269ML CX CARTAO C/8 NPAL;127456;SK;001 - CERVEJA;003;088 - LATA 269;02109;000000;000000;60;J  ;0002,200;008;00,021520;00,021520; ;006;031;7891149104789 ;002;0520;000,16;00040;00142;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000039320;000000; 022030000;S;3;0302100;7891149104796 ;00012744;SKOL BEATS EXTREME LT 269ML                                       ;001
0012747;SPATEN OPTIMATOR ONE WAY 355ML SIXPACK C/4;127472;  ;001 - CERVEJA;044;071 - ONE-WAY 355;02285;000000;000000;60;I  ;0013,992;024;00,085200;00,085200;N;000;000;0088394000110 ;000;0299;000,28;;00103;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000029889;000000; 022030000;S;3;0302100;0088394000035 ;00012746;SPATEN OPTIMATOR ONE WAY 355ML                                    ;001
0012748;DOCE DE LEITE AA 10173 GRANEL;127480;  ;027 - AROMA;016;006 - SEM EMBALAGEM;02295;000000;000000;60;   ;0001,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00030;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040001468;000000; 033021000;N;0;0000000;              ;00012748;DOCE DE LEITE AA 10173 GRANEL                                     ;049
0012749;BOHEMIA GF VD 990 DES CX PAP C/6;127498;  ;001 - CERVEJA;011;092 - GARRAFA 1L DESCARTAV;00251;000000;000000;60;   ;0010,500;006;00,060000;00,059400;N;000;000;7891991011433 ;000;0000;000,00;;00194;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000039321;000000; 022030000;S;3;0302100;7891991010467 ;00012737;BOHEMIA GF VD 990 DES                                             ;001
0012754;SKOL BEATS GFA ALUMINIO 473ML SIXPACK SH C/4;127548;  ;001 - CERVEJA;003;052 - ONE-WAY 473;00760;000000;000000;60;   ;0013,368;024;00,113520;00,113520;N;000;000;7891149104857 ;000;0000;000,00;;00172;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000039322;000000; 022030000;S;3;0302100;7891149104833 ;00012751;SKOL BEATS GFA ALUMINIO 473ML                                     ;001
0012755;SKOL BEATS EXTREME GFA ALUMINIO 473ML SIXPACK SH C/4;127555;  ;001 - CERVEJA;003;052 - ONE-WAY 473;02109;000000;000000;60;   ;0013,368;024;00,113520;00,113520;N;000;000;7891149104826 ;000;0000;000,00;;00172;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000039323;000000; 022030000;S;3;0302100;7891149104802 ;00012750;SKOL BEATS EXTREME GFA ALUMINIO 473ML                             ;001
0012756;UVA NIAGARA AIN 14246 GRANEL;127563;  ;027 - AROMA;016;006 - SEM EMBALAGEM;02286;000000;000000;60;   ;0001,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00030;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040001466;000000; 033021000;N;0;0000000;              ;00012756;UVA NIAGARA AIN 14246 GRANEL                                      ;049
0012757;UVA CONCORD AIN 14227 GRANEL;127571;  ;027 - AROMA;016;006 - SEM EMBALAGEM;02287;000000;000000;60;   ;0001,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00030;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040001469;000000; 033021000;N;0;0000000;              ;00012757;UVA CONCORD AIN 14227 GRANEL                                      ;049
0012761;LOWENBRAU ORIGINAL GF VD 330ML SIX PACK C/4;127613;  ;001 - CERVEJA;038;001 - GARRAFA;01310;000000;000000;60;   ;0014,500;024;00,079200;00,079200;N;000;000;0000040786285 ;000;0000;000,00;;00193;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000034066;000000; 022030000;S;3;0302100;0000040786186 ;00012759;LOWENBRAU ORIGINAL GFA VD 330ML                                   ;001
0012762;ROT FRONT SK 360 1L CX33,75MIL N12;000000;  ;025 - ROTULO PAPEL;055;012 - SACO;01873;000000;000000;60;   ;0035,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00046;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040001462;000000; 048211000;N;0;0000000;              ;00012762;ROT FRONT SK 360 1L CX33,75MIL N12                                ;046
0012773;BRAHVA EXTRA LATA 473ML CX24 .;126920;  ;001 - CERVEJA;023;038 - LATA 473;01356;000000;000000;60;   ;0011,700;024;00,113520;00,113520;N;000;000;;000;0000;000,00;;00029;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022030000;N;0;0302100;              ;00012758;BRAHVA EXTRA LATA 473ML .                                         ;001
0012777;ROT FRONT POLAR 600ML CX50,4MIL N12;110031;  ;025 - ROTULO PAPEL;055;012 - SACO;01772;000000;000000;60;   ;0035,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00046;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040001477;000000; 048211000;N;0;0000000;              ;00012777;ROT FRONT POLAR 600ML CX50,4MIL N12                               ;046
0012778;ROT FRONT POLAR LN 355 CX97,2MIL N12;000000;  ;025 - ROTULO PAPEL;055;012 - SACO;02290;000000;000000;60;   ;0035,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00046;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040002195;000000; 048211000;N;0;0000000;              ;00012778;ROT FRONT POLAR LN 355 CX97,2MIL N12                              ;046
0012779;ROT NECK POLAR LN 355 CX201,6MIL N12;000000;  ;025 - ROTULO PAPEL;055;012 - SACO;02291;000000;000000;60;   ;0035,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00046;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040002196;000000; 048211000;N;0;0000000;              ;00012779;ROT NECK POLAR LN 355 CX201,6MIL N12                              ;046
0012780;ROT NECK POLAR 1L CX180MIL N12;000000;  ;025 - ROTULO PAPEL;055;012 - SACO;01771;000000;000000;60;   ;0035,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00046;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040001475;000000; 048211000;N;0;0000000;              ;00012780;ROT NECK POLAR 1L CX180MIL N12                                    ;046
0012782;BOHEMIA RESERVA ESCURA ONE WAY 600ML CX 12;127829;  ;001 - CERVEJA;011;068 - ONE-WAY 600;02288;000000;000000;60;   ;0012,950;012;00,072000;00,072000;N;000;000;7891991011457 ;000;0000;000,00;;00007;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000039324;000000; 022030000;S;3;0302100;7891991011440 ;00012781;BOHEMIA RESERVA ESCURA ONE WAY 600ML                              ;001
0012783;MALTE PILSEN TRES ARROIOS ARGENTINO GRANEL;000000;  ;007 - MALTE;014;006 - SEM EMBALAGEM;02289;000000;000000;60;   ;0001,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00030;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040001465;000000; 011071010;N;0;0000000;              ;00012783;MALTE PILSEN TRES ARROIOS ARGENTINO GRANEL                        ;013
0012784;AGUA M PRATA S/GAS GARRAFA VIDRO 510 ML;000000;  ;005 - AGUA;007;001 - GARRAFA;01228;000000;000000;60;   ;0000,001;001;00,005100;00,000000;N;000;000;7897123881028 ;000;0000;000,00;;00064;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022011000;S;4;0300300;7897123881028 ;00012784;AGUA M PRATA S/GAS GARRAFA VIDRO 510 ML                           ;010
0012785;AGUA M PRATA S/GAS GARRAFA VIDRO 510ML CAIXA C/24;000000;  ;005 - AGUA;007;001 - GARRAFA;01228;000000;000000;60;   ;0022,500;024;00,122400;00,122400;N;000;000;7897123881028 ;000;0000;000,00;;00064;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022011000;S;4;0300600;7897123881028 ;00012784;AGUA M PRATA S/GAS GARRAFA VIDRO 510 ML                           ;010
0012786;OE LARANJA 3X 10701 GRANEL;000000;  ;027 - AROMA;016;006 - SEM EMBALAGEM;02292;000000;000000;60;   ;0001,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00030;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040001472;000000; 033021000;N;0;0000000;              ;00012786;OE LARANJA 3X 10701 GRANEL                                        ;049
0012787;ROT NECK POLAR 600ML CX216MIL N12;000000;  ;025 - ROTULO PAPEL;055;012 - SACO;01773;000000;000000;60;   ;0042,590;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00046;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040001461;000000; 048211000;N;0;0000000;              ;00012787;ROT NECK POLAR 600ML CX216MIL N12                                 ;046
0012788;ROT FRONT POLAR 1L CX33,75MIL N12;110023;  ;025 - ROTULO PAPEL;055;012 - SACO;01770;000000;000000;60;   ;0035,680;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00046;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040001470;000000; 048211000;N;0;0000000;              ;00012788;ROT FRONT POLAR 1L CX33,75MIL N12                                 ;046
0012789;ROT FRONT SK 300ML OW CX90MIL N12;118851;  ;025 - ROTULO PAPEL;055;012 - SACO;02046;000000;000000;60;   ;0038,400;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00046;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040001467;000000; 048211000;N;0;0000000;              ;00012789;ROT FRONT SK 300ML OW CX90MIL N12                                 ;046
0012790;AGUA MIN LEV C/ GAS PET 500ML;127910;  ;005 - AGUA;007;028 - PET 500;02293;000000;000000;60;   ;0000,541;001;00,005000;00,000000;N;000;000;7898931305140 ;000;0000;000,00;;00058;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022011000;S;4;0300500;7898931305140 ;00012790;AGUA MIN LEV C/ GAS PET 500ML                                     ;010
0012791;AGUA MIN LEV C/ GAS PET 500ML CAIXA C/12;127910;  ;005 - AGUA;007;028 - PET 500;02293;000000;000000;60;   ;0006,500;012;00,060000;00,060000;N;000;000;7898931305140 ;000;0000;000,00;;00058;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022011000;S;4;0300500;7898931305140 ;00012790;AGUA MIN LEV C/ GAS PET 500ML                                     ;010
0012793;BRAHVA CHOPP LATA 355ML SH C/18 NPAL .;126938;  ;001 - CERVEJA;023;032 - LATA 355;00822;000000;000000;60;   ;0006,780;018;00,063900;00,063900;N;000;000;;000;0000;000,00;;00171;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022030000;N;0;0302100;              ;00012792;BRAHVA CHOPP LATA 355 ML .                                        ;001
0012794;TUTTI FRUTTI AR ID NAT 11996 GRANEL;127944;  ;027 - AROMA;016;006 - SEM EMBALAGEM;02294;000000;000000;60;   ;0001,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00030;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040001476;000000; 033021000;N;0;0000000;              ;00012794;TUTTI FRUTTI AR ID NAT 11996 GRANEL                               ;049
0012795;GOIABA AIN 13287 GRANEL;127951;  ;027 - AROMA;016;006 - SEM EMBALAGEM;02296;000000;000000;60;   ;0001,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00030;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040001471;000000; 033021000;N;0;0000000;              ;00012795;GOIABA AIN 13287 GRANEL                                           ;049
0012797;PATAGONIA WEISSE ONE WAY 740ML CX PAP C/12;127977;  ;001 - CERVEJA;064;122 - ONE-WAY 740;02297;000000;000000;60;   ;0007,536;012;00,088800;00,088800;N;000;000;7792798007288 ;000;0000;000,00;;00190;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000039325;000000; 022030000;N;0;0302100;7792798007172 ;00012796;PATAGONIA WEISSE ONE WAY 740ML                                    ;001
0012799;HERTOG JAN GRAN PRESTIGE ONE WAY 500ML CX PAP C/8;127993;  ;001 - CERVEJA;065;040 - ONE-WAY 500;02298;000000;000000;60;Z  ;0010,400;008;00,040000;00,040000;N;000;000;8710956101325 ;000;0090;000,93;;00007;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000017461;000000; 022030000;S;3;0302100;8710956101325 ;00012798;HERTOG JAN GRAN PRESTIGE ONE WAY 500ML                            ;001
0012800;OE NOZ MOSCADA 10344 GRANEL;128009;  ;027 - AROMA;016;006 - SEM EMBALAGEM;02299;000000;000000;60;   ;0001,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00030;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040001473;000000; 033021000;N;0;0000000;              ;00012800;OE NOZ MOSCADA 10344 GRANEL                                       ;049
0012801;CRAVO AR.ID.NAT 11901 GRANEL;128017;  ;027 - AROMA;016;006 - SEM EMBALAGEM;02300;000000;000000;60;   ;0001,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00030;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040001464;000000; 033021000;N;0;0000000;              ;00012801;CRAVO AR.ID.NAT 11901 GRANEL                                      ;049
0012802;AMENDOAS AIN 14587 GRANEL;128025;  ;027 - AROMA;016;006 - SEM EMBALAGEM;02301;000000;000000;60;   ;0001,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00030;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;040001474;000000; 033021000;N;0;0000000;              ;00012802;AMENDOAS AIN 14587 GRANEL                                         ;049
