Unb;Mapa;Veiculo;Armazem;Nome Armazem;Cliente;Nome;Endereco;Bairro;Cidade;Cd.Vdr;Pedido;Tipo Mov;Peso Bruto;Hr.Min;Hr.Max;Situacao;
0001;   207;         ;  ;                    ;       10778;S5 - MAR E TERRA RES;R   CARAGUA - UBATUBA 897         897   ;MASSAGUACU          ;CARAGUATATUBA       ;  207;505258;VENDA      ;    125,52;00:00;00:00;                 
0001;   207;         ;  ;                    ;       12491;BOM PRATO           ;AV  PIAUI                         516   ;JARDIM PRIMAVERA    ;CARAGUATATUBA       ;  207;505262;VENDA      ;    165,29;00:00;00:00;                 
0001;   207;         ;  ;                    ;       16077;S5 - MAR E BRASA    ;AV  ARTHUR COSTA FILHO            937   ;CENTRO              ;CARAGUATATUBA       ;  207;505068;VENDA      ;    214,51;00:00;00:00;                 
0001;   207;         ;  ;                    ;       17767;O PEIXEIRO DE CARAGU;AV  ARTHUR COSTA FILHO            1999  ;CENTRO              ;CARAGUATATUBA       ;  207;505346;VENDA      ;   1231,70;00:00;00:00;                 
0001;   207;         ;  ;                    ;       17767;O PEIXEIRO DE CARAGU;AV  ARTHUR COSTA FILHO            1999  ;CENTRO              ;CARAGUATATUBA       ;  207;505376;VENDA      ;     64,00;00:00;00:00;                 
0001;   207;         ;  ;                    ;       18330;AYSU BEACH LOUNGE   ;AV  MARIA CARLOTA VILA MASSAGUACU 170   ;MASSAGUACU          ;CARAGUATATUBA       ;  207;505179;VENDA      ;   1217,48;00:00;00:00;                 
0001;   207;         ;  ;                    ;       19028;ESPETICHO BEACH HOUS;R   JOAO MANOEL DE OLIVEIRA       200   ;TABATINGA           ;CARAGUATATUBA       ;  207;505259;VENDA      ;     53,35;00:00;00:00;                 
0001;   207;         ;  ;                    ;       19173;O BRASEIRO          ;R   ENGENHEIRO JOAO FONSECA       173   ;CENTRO              ;CARAGUATATUBA       ;  207;505069;VENDA      ;    178,55;00:00;00:00;                 
0001;   401;         ;  ;                    ;        2310;COSTA SUL BEBIDAS   ;R   MANOEL FRANCISCO FERRO        3     ;BOICUCANGA          ;SAO SEBASTIAO       ;  401;505070;VENDA      ;    122,96;00:00;00:00;                 
0001;   401;         ;  ;                    ;        2310;COSTA SUL BEBIDAS   ;R   MANOEL FRANCISCO FERRO        3     ;BOICUCANGA          ;SAO SEBASTIAO       ;  401;505071;VENDA      ;    444,27;00:00;00:00;                 
0001;   401;         ;  ;                    ;        2310;COSTA SUL BEBIDAS   ;R   MANOEL FRANCISCO FERRO        3     ;BOICUCANGA          ;SAO SEBASTIAO       ;  401;505227;VENDA      ;     57,33;00:00;00:00;                 
0001;   401;         ;  ;                    ;       11708;MERCADO VITORIA     ;R   BRAGANCA PAULISTA             353   ;PAUBA               ;SAO SEBASTIAO       ;  401;505072;VENDA      ;    108,80;00:00;00:00;                 
0001;   401;         ;  ;                    ;       11847;ADEGA DO LEONE      ;EST DO CASCALHO                   1892  ;BOICUCANGA          ;SAO SEBASTIAO       ;  401;505297;VENDA      ;    328,63;00:00;00:00;                 
0001;   401;         ;  ;                    ;       11909;ADEGA EC            ;AV  WALKIR VERGANI                556   ;BOICUCANGA          ;SAO SEBASTIAO       ;  401;505247;VENDA      ;    383,15;00:00;00:00;                 
0001;   401;         ;  ;                    ;       13005;TANGARA REST E MERC ;AV  DOUTOR MANOEL HIPOLITO DO REGO1374  ;TOQUE-TOQUE PEQUENO ;SAO SEBASTIAO       ;  401;505073;VENDA      ;    359,33;00:00;00:00;                 
0001;   401;         ;  ;                    ;       13041;POR DO SOL          ;R   ONOFRE FRANCISCO DE OLIVEIRA  45    ;PAUBA               ;SAO SEBASTIAO       ;  401;505076;VENDA      ;     54,27;00:00;00:00;                 
0001;   401;         ;  ;                    ;       15603;ADEGA CHEGA MAIS    ;AV  WALKIR VERGANI                111   ;BOICUCANGA          ;SAO SEBASTIAO       ;  401;505229;VENDA      ;     42,72;00:00;00:00;                 
0001;   401;         ;  ;                    ;       15932;CHEGO LA - MERCARDO ;R   LUZIANA                       174   ;BOICUCANGA          ;SAO SEBASTIAO       ;  401;505181;VENDA      ;    298,75;00:00;00:00;                 
0001;   401;         ;  ;                    ;       15966;EMP. E ADEGA DA JUH ;R   BRAGANCA PAULISTA             277   ;PAUBA               ;SAO SEBASTIAO       ;  401;505077;VENDA      ;    171,90;00:00;00:00;                 
0001;   401;         ;  ;                    ;       15966;EMP. E ADEGA DA JUH ;R   BRAGANCA PAULISTA             277   ;PAUBA               ;SAO SEBASTIAO       ;  401;505081;BONIFICACAO;      3,24;00:00;00:00;                 
0001;   401;         ;  ;                    ;       16089;MERCADO QUERO QUERO ;EST DO CASCALHO                   1948  ;BOICUCANGA          ;SAO SEBASTIAO       ;  401;505251;VENDA      ;    356,32;00:00;00:00;                 
0001;   401;         ;  ;                    ;       16583;MERCEARIA DA BARREIR;R   JOSE INACIO CAMPELO           213   ;BAREQUECABA         ;SAO SEBASTIAO       ;  401;505083;VENDA      ;    441,00;00:00;00:00;                 
0001;   401;         ;  ;                    ;       18024;DEYSE DARA          ;AV  WALKIR VERGANI                441   ;BOICUCANGA          ;SAO SEBASTIAO       ;  401;505145;VENDA      ;    241,30;00:00;00:00;                 
0001;   401;         ;  ;                    ;       18024;DEYSE DARA          ;AV  WALKIR VERGANI                441   ;BOICUCANGA          ;SAO SEBASTIAO       ;  401;505155;VENDA      ;    168,00;00:00;00:00;                 
0001;   401;         ;  ;                    ;       18287;BOISSU CONVENIENCIA ;R   MANOEL MARCELINO DE MATTOS    1     ;BOICUCANGA          ;SAO SEBASTIAO       ;  401;505084;VENDA      ;    113,72;00:00;00:00;                 
0001;   401;         ;  ;                    ;       18652;ADEGA DO VAMP       ;EST BEIRA RIO                     170   ;BOICUCANGA          ;SAO SEBASTIAO       ;  401;505321;VENDA      ;    100,04;00:00;00:00;                 
0001;   402;         ;  ;                    ;          70;CASA DO CANTO       ;R   MANOEL TEIXEIRA               789   ;SAO FRANCISCO DA PRA;SAO SEBASTIAO       ;  402;505074;VENDA      ;    129,08;00:00;00:00;                 
0001;   402;         ;  ;                    ;        5511;MERCADINHO AIURUOCA ;R   PRINCESA IZABEL               1673  ;PEREQUE             ;ILHABELA            ;  402;505075;VENDA      ;    107,39;00:00;00:00;                 
0001;   402;         ;  ;                    ;        5511;MERCADINHO AIURUOCA ;R   PRINCESA IZABEL               1673  ;PEREQUE             ;ILHABELA            ;  402;505078;VENDA      ;      7,50;00:00;00:00;                 
0001;   402;         ;  ;                    ;        5511;MERCADINHO AIURUOCA ;R   PRINCESA IZABEL               1673  ;PEREQUE             ;ILHABELA            ;  402;505079;BONIFICACAO;     55,35;00:00;00:00;                 
0001;   402;         ;  ;                    ;       10808;LANCH E MERC ZICO   ;R   JOSE PACHECO DO NASCIMENTO    3345  ;SAO PEDRO           ;ILHABELA            ;  402;505294;VENDA      ;    274,68;00:00;00:00;                 
0001;   402;         ;  ;                    ;       11247;ARACATI CONVENIENCIA;R   DR CARVALHO                   128   ;VILA                ;ILHABELA            ;  402;505136;VENDA      ;    436,02;00:00;00:00;                 
0001;   402;         ;  ;                    ;       11335;ADEGA FENIX         ;AV  DOUTOR MANOEL HIPOLITO DO REGO2915  ;PORTAL DA OLARIA    ;SAO SEBASTIAO       ;  402;505204;VENDA      ;    404,70;00:00;00:00;                 
0001;   402;         ;  ;                    ;       11467;MERCADO TIDA        ;AV  CRISTOVAO DE BARROS           626   ;JARDIM BRASIL       ;CARAGUATATUBA       ;  402;505367;VENDA      ;     45,84;00:00;00:00;                 
0001;   402;         ;  ;                    ;       11501;ADEGA DO PADIM      ;R   PEDRO REGINALDO DA COSTA      65    ;LOTEAMENTO RIO MARIN;CARAGUATATUBA       ;  402;505183;VENDA      ;    927,70;00:00;00:00;                 
0001;   402;         ;  ;                    ;       11907;ADEGA DO LEO        ;R   ETHEL CINTIA DE MEDEIROS      280   ;TRAVESSAO           ;CARAGUATATUBA       ;  402;505154;VENDA      ;     65,89;00:00;00:00;                 
0001;   402;         ;  ;                    ;       16403;ADEGA DA MICA       ;R   SANTA TERESA                  20    ;VILA                ;ILHABELA            ;  402;505340;VENDA      ;    320,21;00:00;00:00;                 
0001;   402;         ;  ;                    ;       16434;BEBIDARIA CARVALHO  ;R   SAO PAULO                     118   ;PEREQUE             ;ILHABELA            ;  402;505362;VENDA      ;     50,06;00:00;00:00;                 
0001;   402;         ;  ;                    ;       16434;BEBIDARIA CARVALHO  ;R   SAO PAULO                     118   ;PEREQUE             ;ILHABELA            ;  402;505363;BONIFICACAO;     17,90;00:00;00:00;                 
0001;   402;         ;  ;                    ;       16455;MERCADO CEARA       ;AV  JOSE DA COSTA PINHEIRO JUNIOR 610   ;JARAGUA             ;CARAGUATATUBA       ;  402;505164;VENDA      ;   1670,40;00:00;00:00;                 
0001;   402;         ;  ;                    ;       16795;TONY ROCHA          ;AV  JOSE DA COSTA PINHEIRO        1333  ;TRAVESSAO           ;CARAGUATATUBA       ;  402;505165;VENDA      ;     87,24;00:00;00:00;                 
0001;   402;         ;  ;                    ;       17780;JULIANA RODRIGUES   ;R   ANTONIO ROSA DA SILVA         314   ;RIBEIRAO  CAMBAQUARA;ILHABELA            ;  402;505080;VENDA      ;    117,90;00:00;00:00;                 
0001;   402;         ;  ;                    ;       17994;BEBIDARIA CARVALHO  ;R   DA TOCA                       30    ;TOCA                ;ILHABELA            ;  402;505320;VENDA      ;    430,22;00:00;00:00;                 
0001;   402;         ;  ;                    ;       18034;MAMUTIS MERCADO     ;R   MANOEL DE PAULA               18    ;CIGARRAS            ;SAO SEBASTIAO       ;  402;505221;VENDA      ;    312,82;00:00;00:00;                 
0001;   402;         ;  ;                    ;       18219;RAFAREH TRANSPORTE  ;AV  DOMINGOS MARTINS CABRERA      1510  ;BALNEARIO RECANTO DO;CARAGUATATUBA       ;  402;505082;VENDA      ;     43,72;00:00;00:00;                 
0001;   402;         ;  ;                    ;       18260;MEIRINHO E GOMES COM;AV  JOSE HERCULANO                6326  ;BARRANCO ALTO       ;CARAGUATATUBA       ;  402;505085;VENDA      ;   1165,50;00:00;00:00;                 
0001;   402;         ;  ;                    ;       18475;DANIEL AQUILA       ;R   YOSHISO SHIBATA               90    ;JARAGUA             ;CARAGUATATUBA       ;  402;505385;VENDA      ;    103,77;00:00;00:00;                 
0001;   402;         ;  ;                    ;       18513;MERCADO FORTALEZAIII;R   AUGUSTO JOSE LEITE            119   ;MORRO DO ALGODAO    ;CARAGUATATUBA       ;  402;505086;VENDA      ;    952,27;00:00;00:00;                 
0001;   402;         ;  ;                    ;       18559;MERCADAO TRAVESSAO  ;AV  JOSE DA COSTA PINHEIRO JUNIOR 1980  ;JARAGUA             ;CARAGUATATUBA       ;  402;505093;VENDA      ;    554,13;00:00;00:00;                 
0001;   402;         ;  ;                    ;       18920;MERCADO KI BARATO   ;AV  RIACHUELO                     4043  ;PORTINHO  CAMBAQUARA;ILHABELA            ;  402;505393;VENDA      ;    296,38;00:00;00:00;                 
0001;   402;         ;  ;                    ;       59128;BLACK BEER          ;AV  JOSE DA COSTA PINHEIRO JUNIOR 1901  ;TRAVESSAO           ;CARAGUATATUBA       ;  402;505094;VENDA      ;    407,63;00:00;00:00;                 
0001;   402;         ;  ;                    ;       59128;BLACK BEER          ;AV  JOSE DA COSTA PINHEIRO JUNIOR 1901  ;TRAVESSAO           ;CARAGUATATUBA       ;  402;505096;BONIFICACAO;     13,20;00:00;00:00;                 
0001;   402;         ;  ;                    ;       59149;IMPERIO CAICARA     ;R   MARIA ALVES VAZ               52    ;TRAVESSAO           ;CARAGUATATUBA       ;  402;505349;VENDA      ;   1255,80;00:00;00:00;                 
0001;   403;         ;  ;                    ;          28;CHUVAS              ;R   ANTONIO DE LUCCA              317   ;JD DO SOL           ;CARAGUATATUBA       ;  403;505137;VENDA      ;    156,56;00:00;00:00;                 
0001;   403;         ;  ;                    ;        7579;ACOUG MERC LUCIMARA ;R   PEDRO JANUARIO LEITE          30    ;JARDIM OLARIA       ;CARAGUATATUBA       ;  403;505318;VENDA      ;    263,40;00:00;00:00;                 
0001;   403;         ;  ;                    ;        7950;ADEGA BARBOSA LTDA  ;R   PEDRO JANUARIO LEITE          50    ;JARDIM OLARIA       ;CARAGUATATUBA       ;  403;505275;VENDA      ;    529,53;00:00;00:00;                 
0001;   403;         ;  ;                    ;        7950;ADEGA BARBOSA LTDA  ;R   PEDRO JANUARIO LEITE          50    ;JARDIM OLARIA       ;CARAGUATATUBA       ;  403;505291;VENDA      ;    222,60;00:00;00:00;                 
0001;   403;         ;  ;                    ;        9254;MERCEARIA ILARIO    ;AV  BALEIA                        229   ;CAPRICORNIO I       ;CARAGUATATUBA       ;  403;505087;VENDA      ;    273,26;00:00;00:00;                 
0001;   403;         ;  ;                    ;       10062;ZE - PLANETA LIQUIDO;AV  PRISCILIANA DE CASTILHO       303   ;CENTRO              ;CARAGUATATUBA       ;  403;505343;VENDA      ;    765,92;00:00;00:00;                 
0001;   403;         ;  ;                    ;       10573;JORGE BRUNO MALDOS  ;AV  Maria de Lourdes da Silva Kfou6505  ;BALNEARIO COPACABANA;CARAGUATATUBA       ;  403;505300;VENDA      ;     83,98;00:00;00:00;                 
0001;   403;         ;  ;                    ;       11195;MERCEARIA D.R       ;R   JOAO RODRIGUES DO PRADO       310   ;BALNEARIO CALIFORNIA;CARAGUATATUBA       ;  403;505091;VENDA      ;    104,08;00:00;00:00;                 
0001;   403;         ;  ;                    ;       11195;MERCEARIA D.R       ;R   JOAO RODRIGUES DO PRADO       310   ;BALNEARIO CALIFORNIA;CARAGUATATUBA       ;  403;505092;BONIFICACAO;     12,18;00:00;00:00;                 
0001;   403;         ;  ;                    ;       11216;MERCEARIA DO MAURO  ;R   PEDRO JANUARIO LEITE          281   ;JARDIM OLARIA       ;CARAGUATATUBA       ;  403;505309;VENDA      ;    593,10;00:00;00:00;                 
0001;   403;         ;  ;                    ;       16221;ADEGA MARIN         ;R   DAS AZALEIAS                  11    ;GETUBA              ;CARAGUATATUBA       ;  403;505301;VENDA      ;    723,13;00:00;00:00;                 
0001;   403;         ;  ;                    ;       16945;SUPERMERCADO DUCASTR;R   ANTONIO HENRIQUE DE MESQUITA  17    ;JARDIM CASA BRANCA  ;CARAGUATATUBA       ;  403;505244;VENDA      ;   1651,29;00:00;00:00;                 
0001;   403;         ;  ;                    ;       18163;MARUBAYASHI COM. DE ;R   ANTONIO HENRIQUE DE MESQUITA  265   ;JARDIM CASA BRANCA  ;CARAGUATATUBA       ;  403;505238;VENDA      ;     61,84;00:00;00:00;                 
0001;   403;         ;  ;                    ;       18293;RUI DOS SANTOS BARB ;R   PEDRO JANUARIO LEITE          66    ;JARDIM OLARIA       ;CARAGUATATUBA       ;  403;505277;VENDA      ;     81,31;00:00;00:00;                 
0001;   404;         ;  ;                    ;         601;MERCEARIA MARUI     ;R   MARGINAL DA ENSEADA           1828  ;ENSEADA             ;UBATUBA             ;  404;505375;VENDA      ;     75,41;00:00;00:00;                 
0001;   404;         ;  ;                    ;        2721;IRMAOS RIBEIRO      ;R   ARMANDO DE BARROS PEREIRA     797   ;PRAIA GRANDE        ;UBATUBA             ;  404;505156;VENDA      ;     35,57;00:00;00:00;                 
0001;   404;         ;  ;                    ;        6313;MERCADO DO PRIMATA  ;R   DE ACESSO ITAMAMBUCA          245   ;ITAMAMBUCA          ;UBATUBA             ;  404;505095;VENDA      ;    517,50;00:00;00:00;                 
0001;   404;         ;  ;                    ;        9516;BEBIDAS GONCALVES   ;R   MARGINAL                      1994  ;PEREQUE MIRIM       ;UBATUBA             ;  404;505252;VENDA      ;    356,75;00:00;00:00;                 
0001;   404;         ;  ;                    ;       10714;MERCADINHO 3M       ;AV  FELIX GUISARD                 353   ;PEREQUE ACU         ;UBATUBA             ;  404;505099;VENDA      ;   1070,68;00:00;00:00;                 
0001;   404;         ;  ;                    ;       10715;ADEGA PRAIA GRANDE  ;AV  PROF LAURISTANO OLINTO CARVALH340   ;PRAIA GRANDE        ;UBATUBA             ;  404;505230;VENDA      ;     52,24;00:00;00:00;                 
0001;   404;         ;  ;                    ;       16400;ECO LANCHES         ;R   MARGINAL                      2220  ;PEREQUE MIRIM       ;UBATUBA             ;  404;505101;VENDA      ;    174,22;00:00;00:00;                 
0001;   404;         ;  ;                    ;       16910;ADEGA ICE BEER      ;AV  Maria de Lourdes da Silva Kfou199   ;BALNEARIO COPACABANA;CARAGUATATUBA       ;  404;505128;VENDA      ;    191,52;00:00;00:00;                 
0001;   404;         ;  ;                    ;       16910;ADEGA ICE BEER      ;AV  Maria de Lourdes da Silva Kfou199   ;BALNEARIO COPACABANA;CARAGUATATUBA       ;  404;505129;BONIFICACAO;     43,93;00:00;00:00;                 
0001;   404;         ;  ;                    ;       16919;TAL ADEGA E CONVENIE;R   PADRE MANOEL DA NOBREGA       2054  ;PEREQUE ACU         ;UBATUBA             ;  404;505103;VENDA      ;    469,19;00:00;00:00;                 
0001;   404;         ;  ;                    ;       16919;TAL ADEGA E CONVENIE;R   PADRE MANOEL DA NOBREGA       2054  ;PEREQUE ACU         ;UBATUBA             ;  404;505219;VENDA      ;     60,00;00:00;00:00;                 
0001;   404;         ;  ;                    ;       60003;ADEGA PRAIA GRANDE  ;R   MARIA REGINA JACINTO OLIVEIRA 320   ;PRAIA GRANDE        ;UBATUBA             ;  404;505104;VENDA      ;    499,82;00:00;00:00;                 
0001;   405;         ;  ;                    ;         831;ACQUA PURA BEBIDAS  ;AV  GUARDA MOR LOBO VIANA         190   ;CENTRO              ;SAO SEBASTIAO       ;  405;505088;VENDA      ;    781,37;00:00;00:00;                 
0001;   405;         ;  ;                    ;        2273;MERCADO IDEAL       ;R   DO CASCALHO                   799   ;BOICUCANGA          ;SAO SEBASTIAO       ;  405;505172;VENDA      ;      4,20;00:00;00:00;                 
0001;   405;         ;  ;                    ;        2273;MERCADO IDEAL       ;R   DO CASCALHO                   799   ;BOICUCANGA          ;SAO SEBASTIAO       ;  405;505171;VENDA      ;    152,68;00:00;00:00;                 
0001;   405;         ;  ;                    ;        3148;CASA CARNES RENASCER;AV  DOUTOR MANOEL HIPOLITO DO REGO640   ;CAMBURI             ;SAO SEBASTIAO       ;  405;505345;VENDA      ;     79,92;00:00;00:00;                 
0001;   405;         ;  ;                    ;        6266;MERCADO TAU         ;AV  DOUTOR FRANCISCO LOUP         880   ;MARESIAS            ;SAO SEBASTIAO       ;  405;505089;VENDA      ;   1508,31;00:00;00:00;                 
0001;   405;         ;  ;                    ;        7654;S5 - BOM GOSTO EMPOR;R   DOS NAVEGANTES                130   ;MARESIAS            ;SAO SEBASTIAO       ;  405;505098;VENDA      ;     13,56;00:00;00:00;                 
0001;   405;         ;  ;                    ;        7654;S5 - BOM GOSTO EMPOR;R   DOS NAVEGANTES                130   ;MARESIAS            ;SAO SEBASTIAO       ;  405;505329;VENDA      ;   1457,22;00:00;00:00;                 
0001;   405;         ;  ;                    ;        8634;SINCO SUPERMERCADOS ;R   BENEDITO MARIANO LEITE        127   ;BARRA VELHA         ;ILHABELA            ;  405;505100;VENDA      ;    900,76;00:00;00:00;                 
0001;   405;         ;  ;                    ;       11037;SUPER MERC BOM PRECO;R   DR CARVALHO                   178   ;VILA                ;ILHABELA            ;  405;505372;VENDA      ;   2460,12;00:00;00:00;                 
0001;   405;         ;  ;                    ;       11037;SUPER MERC BOM PRECO;R   DR CARVALHO                   178   ;VILA                ;ILHABELA            ;  405;505373;VENDA      ;   2399,80;00:00;00:00;                 
0001;   405;         ;  ;                    ;       11037;SUPER MERC BOM PRECO;R   DR CARVALHO                   178   ;VILA                ;ILHABELA            ;  405;505377;VENDA      ;   2556,21;00:00;00:00;                 
0001;   405;         ;  ;                    ;       11091;MERCADO SUL DA ILHA ;AV  RIACHUELO                     3111  ;RIBEIRAO            ;ILHABELA            ;  405;505105;VENDA      ;    457,60;00:00;00:00;                 
0001;   405;         ;  ;                    ;       11091;MERCADO SUL DA ILHA ;AV  RIACHUELO                     3111  ;RIBEIRAO            ;ILHABELA            ;  405;505106;VENDA      ;    960,10;00:00;00:00;                 
0001;   405;         ;  ;                    ;       17034;OPPS MINIMERCADO    ;R   RIACHUELO                     5967  ;PRAIA GRANDE        ;ILHABELA            ;  405;505107;VENDA      ;   1307,31;00:00;00:00;                 
0001;   405;         ;  ;                    ;       17703;MERCADO FLOR DO CACA;AV  WALKIR VERGANI                3     ;BOICUCANGA          ;SAO SEBASTIAO       ;  405;505274;VENDA      ;    535,92;00:00;00:00;                 
0001;   406;         ;  ;                    ;         323;CANTO DO MAR        ;AV  ODISSEU                       572   ;CANTO DO MAR        ;SAO SEBASTIAO       ;  406;505108;VENDA      ;    596,20;00:00;00:00;                 
0001;   406;         ;  ;                    ;         323;CANTO DO MAR        ;AV  ODISSEU                       572   ;CANTO DO MAR        ;SAO SEBASTIAO       ;  406;505109;BONIFICACAO;    210,00;00:00;00:00;                 
0001;   406;         ;  ;                    ;        7428;CRUZEIRO MORRO      ;R   GUILHERME DE ALMEIDA          1517  ;MORRO DO ALGODAO    ;CARAGUATATUBA       ;  406;505190;VENDA      ;   2201,25;00:00;00:00;                 
0001;   406;         ;  ;                    ;        7428;CRUZEIRO MORRO      ;R   GUILHERME DE ALMEIDA          1517  ;MORRO DO ALGODAO    ;CARAGUATATUBA       ;  406;505195;VENDA      ;    449,00;00:00;00:00;                 
0001;   406;         ;  ;                    ;        7429;CRUZEIRO BARRANCO   ;R   SEBASTIAO PAULINO FERREIRA    320   ;BARRANCO ALTO       ;CARAGUATATUBA       ;  406;505196;VENDA      ;    615,88;00:00;00:00;                 
0001;   406;         ;  ;                    ;        7429;CRUZEIRO BARRANCO   ;R   SEBASTIAO PAULINO FERREIRA    320   ;BARRANCO ALTO       ;CARAGUATATUBA       ;  406;505243;VENDA      ;     42,56;00:00;00:00;                 
0001;   406;         ;  ;                    ;        8108;CRUZEIRO PEREQUE    ;R   SANTA LUZIA                   194   ;PEREQUE MIRIM       ;CARAGUATATUBA       ;  406;505234;VENDA      ;   1893,54;00:00;00:00;                 
0001;   406;         ;  ;                    ;       17717;MERCADAO DO PORTO NO;AV  JOSE HERCULANO                6380  ;JARDIM PORTO NOVO   ;CARAGUATATUBA       ;  406;505110;VENDA      ;    348,16;00:00;00:00;                 
0001;   406;         ;  ;                    ;       17717;MERCADAO DO PORTO NO;AV  JOSE HERCULANO                6380  ;JARDIM PORTO NOVO   ;CARAGUATATUBA       ;  406;505112;BONIFICACAO;      8,40;00:00;00:00;                 
0001;   406;         ;  ;                    ;       56701;LOJA PEREQUE        ;AV  Orlando Alves de Souza        180   ;PEREQUE MIRIM       ;CARAGUATATUBA       ;  406;505113;VENDA      ;    379,38;00:00;00:00;                 
0001;   407;         ;  ;                    ;        2087;MERCADINHO ZEZINHO  ;R   ARMANDO DE BARROS PEREIRA     404   ;PRAIA GRANDE        ;UBATUBA             ;  407;505192;VENDA      ;    536,84;00:00;00:00;                 
0001;   407;         ;  ;                    ;        5132;S5 - SUP PORTO RIBEI;R   TAPIA                         399   ;SACO DA RIBEIRA     ;UBATUBA             ;  407;505178;VENDA      ;   1259,73;00:00;00:00;                 
0001;   407;         ;  ;                    ;        5132;S5 - SUP PORTO RIBEI;R   TAPIA                         399   ;SACO DA RIBEIRA     ;UBATUBA             ;  407;505182;BONIFICACAO;    199,13;00:00;00:00;                 
0001;   407;         ;  ;                    ;        7721;S5 - SUPERMERCADO DO;R   MARGINAL                      2304  ;PEREQUE MIRIM       ;UBATUBA             ;  407;505111;VENDA      ;    425,55;00:00;00:00;                 
0001;   407;         ;  ;                    ;        8419;MERCADO VILA FLOR   ;R   PADRE JOAO BAYLE              1592  ;SERTAO DA QUINA     ;UBATUBA             ;  407;505384;VENDA      ;    778,53;00:00;00:00;                 
0001;   407;         ;  ;                    ;       12420;TOP STOP            ;R   CAPITAO FELIPE                476   ;ITAGUA              ;UBATUBA             ;  407;505235;VENDA      ;   1972,97;00:00;00:00;                 
0001;   407;         ;  ;                    ;       19077;DA PRAIA SUPERMERCAD;R   ESTANISLAU MUNIZ              15    ;TABATINGA           ;UBATUBA             ;  407;505114;VENDA      ;    393,76;00:00;00:00;                 
0001;   407;         ;  ;                    ;       19077;DA PRAIA SUPERMERCAD;R   ESTANISLAU MUNIZ              15    ;TABATINGA           ;UBATUBA             ;  407;505115;BONIFICACAO;     10,40;00:00;00:00;                 
0001;287842;         ;  ;                    ;        1746;BOUTIQUE DO PAO     ;R   DR ALDINO SCHIAVI             517   ;MARTIM DE SA        ;CARAGUATATUBA       ;  205;505273;VENDA      ;     24,00;00:00;00:00;                 
0001;287842;         ;  ;                    ;        3555;S5 - PIZZARIA SAO PA;R   PAZ DE IPEROIG                26    ;CENTRO              ;UBATUBA             ;  204;505283;TROCA      ;      0,56;00:00;00:00;                 
0001;287842;         ;  ;                    ;        3695;S5 - BAR DO CARLINHO;R   JOSE PACINI                   252   ;TOPOLANDIA          ;SAO SEBASTIAO       ;  109;505284;TROCA      ;      0,27;00:00;00:00;                 
0001;287842;         ;  ;                    ;        6480;BAR DO GIL          ;R   NETUNO                        279   ;CANTO DO MAR        ;SAO SEBASTIAO       ;  109;505397;BONIFICACAO;      2,23;00:00;00:00;                 
0001;287842;         ;  ;                    ;       10454;SIRI BAMBOO         ;R   DOS LIRIOS                    1376  ;PRAIA LAGOINHA      ;UBATUBA             ;  207;505400;VENDA      ;     53,35;00:00;00:00;                 
0001;287842;         ;  ;                    ;       10477;BAR E MERCEARIA BEIR;AV  JOSE DA COSTA PINHEIRO        107   ;TRAVESSAO           ;CARAGUATATUBA       ;  104;505402;TROCA      ;      1,13;00:00;00:00;                 
0001;287842;         ;  ;                    ;       11685;CHOPERIA AVENIDA    ;AV  PRINCESA ISABEL               1574  ;PEREQUE             ;ILHABELA            ;  105;505396;BONIFICACAO;      2,22;00:00;00:00;                 
0001;287842;         ;  ;                    ;       11957;SONHO REAL          ;R   TIJUCAS                       550   ;SERTAO DO CAMBURI   ;SAO SEBASTIAO       ;  401;505285;TROCA      ;      6,00;00:00;00:00;                 
0001;287842;         ;  ;                    ;       12149;HOSTEL CENTRAL      ;R   TRES BANDEIRANTES             253   ;CENTRO              ;SAO SEBASTIAO       ;  110;505401;TROCA      ;      2,40;00:00;00:00;                 
0001;287842;         ;  ;                    ;       12614;ZE - ADEGA IMPERIAL ;R   GUAICURUS                     350   ;CENTRO              ;UBATUBA             ;  204;505286;TROCA      ;      9,00;00:00;00:00;                 
0001;287842;         ;  ;                    ;       15719;BAR DOS AMIGOS      ;R   CARREADOR DA ENSEADA          25    ;JARAGUA             ;SAO SEBASTIAO       ;  109;505394;BONIFICACAO;      2,23;00:00;00:00;                 
0001;287842;         ;  ;                    ;       16089;MERCADO QUERO QUERO ;EST DO CASCALHO                   1948  ;BOICUCANGA          ;SAO SEBASTIAO       ;  401;505289;VENDA      ;     39,00;00:00;00:00;                 
0001;287842;         ;  ;                    ;       16583;MERCEARIA DA BARREIR;R   JOSE INACIO CAMPELO           213   ;BAREQUECABA         ;SAO SEBASTIAO       ;  401;505330;BONIFICACAO;      9,00;00:00;00:00;                 
0001;287842;         ;  ;                    ;       16831;PRIMAS MERCEARIA E B;R   ONUMA                         515   ;JARAGUA             ;SAO SEBASTIAO       ;  109;505378;VENDA      ;     12,73;00:00;00:00;                 
0001;287842;         ;  ;                    ;       17767;O PEIXEIRO DE CARAGU;AV  ARTHUR COSTA FILHO            1999  ;CENTRO              ;CARAGUATATUBA       ;  207;505395;BONIFICACAO;     23,69;00:00;00:00;                 
0001;287842;         ;  ;                    ;       17964;FREEDOM ASSESSORIA  ;R   Antonio Lisboa Alves          445   ;VILA                ;ILHABELA            ;  101;505287;TROCA      ;      0,27;00:00;00:00;                 
